Title and Author,Links
THE PASSAGE OF POWER by Robert A. Caro,https://www.nytimes.com/interactive/2024/books/top-books-list.html#bring-up-the-bodies-hilary-mantel:~:text=THE%20PASSAGE%20OF%20POWER
THE PATRIARCH by David Nasaw,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#bring-up-the-bodies-hilary-mantel:~:text=HISTORY-,THE%20PATRIARCH,-by%20David%20Nasaw"
WHY DOES THE WORLD EXIST by Jim Holt,https://www.nytimes.com/interactive/2024/books/top-books-list.html#bring-up-the-bodies-hilary-mantel:~:text=WHY%20DOES%20THE%20WORLD%20EXIST
11/22/63 by Stephen King,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#11-22-63-stephen-king:~:text=THRILLER-,11/22/63,-by%20Stephen%20King"
THE ART OF FIELDING by Chad Harbach,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#11-22-63-stephen-king:~:text=FICTION-,THE%20ART%20OF%20FIELDING,-by%20Chad%20Harbach"
SWAMPLANDIA! by Karen Russell,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#11-22-63-stephen-king:~:text=FICTION-,SWAMPLANDIA!,-by%20Karen%20Russell"
TEN THOUSAND SAINTS by Eleanor Henderson,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#11-22-63-stephen-king:~:text=FICTION-,TEN%20THOUSAND%20SAINTS,-by%20Eleanor%20Henderson"
THE TIGER'S WIFE by Téa Obreht,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#11-22-63-stephen-king:~:text=SPECULATIVE%20FICTION-,THE%20TIGER%27S%20WIFE,-by%20T%C3%A9a%20Obreht"
ARGUABLY by Christopher Hitchens,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#11-22-63-stephen-king:~:text=ESSAYS-,ARGUABLY,-by%20Christopher%20Hitchens"
THE BOY IN THE MOON by Ian Brown,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#11-22-63-stephen-king:~:text=MEMOIR-,THE%20BOY%20IN%20THE%20MOON,-by%20Ian%20Brown"
MALCOLM X by Manning Marable,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#11-22-63-stephen-king:~:text=BIOGRAPHY-,MALCOLM%20X,-by%20Manning%20Marable"
"THINKING, FAST AND SLOW by Daniel Kahneman",https://www.nytimes.com/interactive/2024/books/top-books-list.html#11-22-63-stephen-king:~:text=THINKING%2C%20FAST%20AND%20SLOW
A WORLD ON FIRE by Amanda Foreman,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#11-22-63-stephen-king:~:text=HISTORY-,A%20WORLD%20ON%20FIRE,-by%20Amanda%20Foreman"
FREEDOM by Jonathan Franzen,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#freedom-jonathan-franzen:~:text=FICTION-,FREEDOM,-by%20Jonathan%20Franzen"
THE NEW YORKER STORIES by Ann Beattie,https://www.nytimes.com/interactive/2024/books/top-books-list.html#freedom-jonathan-franzen:~:text=THE%20NEW%20YORKER%20STORIES
ROOM by Emma Donoghue,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#freedom-jonathan-franzen:~:text=FICTION-,ROOM,-by%20Emma%20Donoghue"
SELECTED STORIES by William Trevor,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#freedom-jonathan-franzen:~:text=SHORT%20STORIES-,SELECTED%20STORIES,-by%20William%20Trevor"
A VISIT FROM THE GOON SQUAD by Jennifer Egan,https://www.nytimes.com/interactive/2024/books/top-books-list.html#freedom-jonathan-franzen:~:text=A%20VISIT%20FROM%20THE%20GOON%20SQUAD
APOLLO'S ANGELS by Jennifer Homans,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#freedom-jonathan-franzen:~:text=ART-,APOLLO%27S%20ANGELS,-by%20Jennifer%20Homans"
CLEOPATRA by Stacy Schiff,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#freedom-jonathan-franzen:~:text=HISTORY-,CLEOPATRA,-by%20Stacy%20Schiff"
THE EMPEROR OF ALL MALADIES by Siddhartha Mukherjee,https://www.nytimes.com/interactive/2024/books/top-books-list.html#freedom-jonathan-franzen:~:text=THE%20EMPEROR%20OF%20ALL%20MALADIES
FINISHING THE HAT by Stephen Sondheim,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#freedom-jonathan-franzen:~:text=MUSIC-,FINISHING%20THE%20HAT,-by%20Stephen%20Sondheim"
THE WARMTH OF OTHER SUNS by Isabel Wilkerson,https://www.nytimes.com/interactive/2024/books/top-books-list.html#freedom-jonathan-franzen:~:text=THE%20WARMTH%20OF%20OTHER%20SUNS
BOTH WAYS IS THE ONLY WAY I WANT IT by Maile Meloy,https://www.nytimes.com/interactive/2024/books/top-books-list.html#both-ways-is-the-only-way-i-want-it-maile-meloy:~:text=BOTH%20WAYS%20IS%20THE%20ONLY%20WAY%20I%20WANT%20IT
CHRONIC CITY by Jonathan Lethem,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#both-ways-is-the-only-way-i-want-it-maile-meloy:~:text=FICTION-,CHRONIC%20CITY,-by%20Jonathan%20Lethem"
A GATE AT THE STAIRS by Lorrie Moore,https://www.nytimes.com/interactive/2024/books/top-books-list.html#both-ways-is-the-only-way-i-want-it-maile-meloy:~:text=A%20GATE%20AT%20THE%20STAIRS
HALF BROKE HORSES by Jeannette Walls,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#both-ways-is-the-only-way-i-want-it-maile-meloy:~:text=FICTION-,HALF%20BROKE%20HORSES,-by%20Jeannette%20Walls"
A SHORT HISTORY OF WOMEN by Kate Walbert,https://www.nytimes.com/interactive/2024/books/top-books-list.html#both-ways-is-the-only-way-i-want-it-maile-meloy:~:text=A%20SHORT%20HISTORY%20OF%20WOMEN
THE AGE OF WONDER by Richard Holmes,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#both-ways-is-the-only-way-i-want-it-maile-meloy:~:text=HISTORY-,THE%20AGE%20OF%20WONDER,-by%20Richard%20Holmes"
THE GOOD SOLDIERS by David Finkel,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#both-ways-is-the-only-way-i-want-it-maile-meloy:~:text=NONFICTION-,THE%20GOOD%20SOLDIERS,-by%20David%20Finkel"
LIT by Mary Karr,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#both-ways-is-the-only-way-i-want-it-maile-meloy:~:text=MEMOIR-,LIT,-by%20Mary%20Karr"
LORDS OF FINANCE by Liaquat Ahamed,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#both-ways-is-the-only-way-i-want-it-maile-meloy:~:text=HISTORY-,LORDS%20OF%20FINANCE,-by%20Liaquat%20Ahamed"
RAYMOND CARVER by Carol Sklenicka,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#both-ways-is-the-only-way-i-want-it-maile-meloy:~:text=BIOGRAPHY-,RAYMOND%20CARVER,-by%20Carol%20Sklenicka"
2666 by Roberto Bolaño,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#2666-roberto-bola-o:~:text=FICTION-,2666,-by%20Roberto%20Bola%C3%B1o"
DANGEROUS LAUGHTER by Steven Millhauser,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#2666-roberto-bola-o:~:text=SHORT%20STORIES-,DANGEROUS%20LAUGHTER,-by%20Steven%20Millhauser"
A MERCY by Toni Morrison,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#2666-roberto-bola-o:~:text=FICTION-,A%20MERCY,-by%20Toni%20Morrison"
NETHERLAND by Joseph O’Neill,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#2666-roberto-bola-o:~:text=FICTION-,NETHERLAND,-by%20Joseph%20O%E2%80%99Neill"
UNACCUSTOMED EARTH by Jhumpa Lahiri,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#2666-roberto-bola-o:~:text=SHORT%20STORIES-,UNACCUSTOMED%20EARTH,-by%20Jhumpa%20Lahiri"
THE DARK SIDE by Jane Mayer,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#2666-roberto-bola-o:~:text=INVESTIGATIVE%20REPORTING-,THE%20DARK%20SIDE,-by%20Jane%20Mayer"
THE FOREVER WAR by Dexter Filkins,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#2666-roberto-bola-o:~:text=MEDIA-,THE%20FOREVER%20WAR,-by%20Dexter%20Filkins"
NOTHING TO BE FRIGHTENED OF by Julian Barnes,https://www.nytimes.com/interactive/2024/books/top-books-list.html#2666-roberto-bola-o:~:text=NOTHING%20TO%20BE%20FRIGHTENED%20OF
THIS REPUBLIC OF SUFFERING by Drew Gilpin Faust,https://www.nytimes.com/interactive/2024/books/top-books-list.html#2666-roberto-bola-o:~:text=THIS%20REPUBLIC%20OF%20SUFFERING
THE WORLD IS WHAT IT IS by Patrick French,https://www.nytimes.com/interactive/2024/books/top-books-list.html#2666-roberto-bola-o:~:text=THE%20WORLD%20IS%20WHAT%20IT%20IS
MAN GONE DOWN by Michael Thomas,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#man-gone-down-michael-thomas:~:text=FICTION-,MAN%20GONE%20DOWN,-by%20Michael%20Thomas"
OUT STEALING HORSES by Per Petterson,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#man-gone-down-michael-thomas:~:text=FICTION-,OUT%20STEALING%20HORSES,-by%20Per%20Petterson"
THE SAVAGE DETECTIVES by Roberto Bolaño,https://www.nytimes.com/interactive/2024/books/top-books-list.html#man-gone-down-michael-thomas:~:text=THE%20SAVAGE%20DETECTIVES
THEN WE CAME TO THE END by Joshua Ferris,https://www.nytimes.com/interactive/2024/books/top-books-list.html#man-gone-down-michael-thomas:~:text=THEN%20WE%20CAME%20TO%20THE%20END
TREE OF SMOKE by Denis Johnson,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#man-gone-down-michael-thomas:~:text=FICTION-,TREE%20OF%20SMOKE,-by%20Denis%20Johnson"
IMPERIAL LIFE IN THE EMERALD CITY by Rajiv Chandrasekaran,https://www.nytimes.com/interactive/2024/books/top-books-list.html#man-gone-down-michael-thomas:~:text=IMPERIAL%20LIFE%20IN%20THE%20EMERALD%20CITY
LITTLE HEATHENS by Mildred Armstrong Kalish,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#man-gone-down-michael-thomas:~:text=MEMOIR-,LITTLE%20HEATHENS,-by%20Mildred%20Armstrong"
THE NINE by Jeffrey Toobin,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#man-gone-down-michael-thomas:~:text=NARRATIVE%20NONFICTION-,THE%20NINE,-by%20Jeffrey%20Toobin"
THE ORDEAL OF ELIZABETH MARSH by Linda Colley,https://www.nytimes.com/interactive/2024/books/top-books-list.html#man-gone-down-michael-thomas:~:text=THE%20ORDEAL%20OF%20ELIZABETH%20MARSH
THE REST IS NOISE by Alex Ross,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#man-gone-down-michael-thomas:~:text=MUSIC-,THE%20REST%20IS%20NOISE,-by%20Alex%20Ross"
ABSURDISTAN by Gary Shteyngart,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#absurdistan-gary-shteyngart:~:text=FICTION-,ABSURDISTAN,-by%20Gary%20Shteyngart"
THE COLLECTED STORIES OF AMY HEMPEL by Amy Hempel,https://www.nytimes.com/interactive/2024/books/top-books-list.html#absurdistan-gary-shteyngart:~:text=THE%20COLLECTED%20STORIES%20OF%20AMY%20HEMPEL
THE EMPEROR'S CHILDREN by Claire Messud,https://www.nytimes.com/interactive/2024/books/top-books-list.html#absurdistan-gary-shteyngart:~:text=THE%20EMPEROR%27S%20CHILDREN
THE LAY OF THE LAND by Richard Ford,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#absurdistan-gary-shteyngart:~:text=FICTION-,THE%20LAY%20OF%20THE%20LAND,-by%20Richard%20Ford"
SPECIAL TOPICS IN CALAMITY PHYSICS by Marisha Pessl,https://www.nytimes.com/interactive/2024/books/top-books-list.html#absurdistan-gary-shteyngart:~:text=SPECIAL%20TOPICS%20IN%20CALAMITY%20PHYSICS
FALLING THROUGH THE EARTH by Danielle Trussoni,https://www.nytimes.com/interactive/2024/books/top-books-list.html#absurdistan-gary-shteyngart:~:text=FALLING%20THROUGH%20THE%20EARTH
THE LOOMING TOWER by Lawrence Wright,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#absurdistan-gary-shteyngart:~:text=HISTORY-,THE%20LOOMING%20TOWER,-by%20Lawrence%20Wright"
MAYFLOWER by Nathaniel Philbrick,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#absurdistan-gary-shteyngart:~:text=NARRATIVE%20NONFICTION-,MAYFLOWER,-by%20Nathaniel%20Philbrick"
THE OMNIVORE'S DILEMMA by Michael Pollan,https://www.nytimes.com/interactive/2024/books/top-books-list.html#absurdistan-gary-shteyngart:~:text=THE%20OMNIVORE%27S%20DILEMMA
THE PLACES IN BETWEEN by Rory Stewart,https://www.nytimes.com/interactive/2024/books/top-books-list.html#absurdistan-gary-shteyngart:~:text=THE%20PLACES%20IN%20BETWEEN
KAFKA ON THE SHORE by Haruki Murakami,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#kafka-on-the-shore-haruki-murakami:~:text=FICTION-,KAFKA%20ON%20THE%20SHORE,-by%20Haruki%20Murakami"
ON BEAUTY by Zadie Smith,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#kafka-on-the-shore-haruki-murakami:~:text=FICTION-,ON%20BEAUTY,-by%20Zadie%20Smith"
PREP by Curtis Sittenfeld,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#kafka-on-the-shore-haruki-murakami:~:text=FICTION-,PREP,-by%20Curtis%20Sittenfeld"
SATURDAY by Ian McEwan,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#kafka-on-the-shore-haruki-murakami:~:text=FICTION-,SATURDAY,-by%20Ian%20McEwan"
VERONICA by Mary Gaitskill,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#kafka-on-the-shore-haruki-murakami:~:text=FICTION-,VERONICA,-by%20Mary%20Gaitskill"
THE ASSASSINS' GATE by George Packer,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#kafka-on-the-shore-haruki-murakami:~:text=NONFICTION-,THE%20ASSASSINS%27%20GATE,-by%20George%20Packer"
DE KOONING by Mark Stevens and Annalyn Swan,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#kafka-on-the-shore-haruki-murakami:~:text=BIOGRAPHY-,DE%20KOONING,-by%20Mark%20Stevens"
THE LOST PAINTING by Jonathan Harr,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#kafka-on-the-shore-haruki-murakami:~:text=ART-,THE%20LOST%20PAINTING,-by%20Jonathan%20Harr"
POSTWAR by Tony Judt,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#kafka-on-the-shore-haruki-murakami:~:text=HISTORY-,POSTWAR,-by%20Tony%20Judt"
THE YEAR OF MAGICAL THINKING by Joan Didion,https://www.nytimes.com/interactive/2024/books/top-books-list.html#kafka-on-the-shore-haruki-murakami:~:text=THE%20YEAR%20OF%20MAGICAL%20THINKING
GILEAD by Marilynne Robinson,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#gilead-marilynne-robinson:~:text=FICTION-,GILEAD,-by%20Marilynne%20Robinson"
THE MASTER by Colm Toibin,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#gilead-marilynne-robinson:~:text=FICTION-,THE%20MASTER,-by%20Colm%20Toibin"
THE PLOT AGAINST AMERICA by Philip Roth,https://www.nytimes.com/interactive/2024/books/top-books-list.html#gilead-marilynne-robinson:~:text=THE%20PLOT%20AGAINST%20AMERICA
RUNAWAY by Alice Munro,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#gilead-marilynne-robinson:~:text=FICTION-,RUNAWAY,-by%20Alice%20Munro"
SNOW by Orhan Pamuk,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#gilead-marilynne-robinson:~:text=FICTION-,SNOW,-by%20Orhan%20Pamuk"
WAR TRASH by Ha Jin,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#gilead-marilynne-robinson:~:text=FICTION-,SNOW,-by%20Orhan%20Pamuk"
ALEXANDER HAMILTON by Ron Chernow,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#gilead-marilynne-robinson:~:text=BIOGRAPHY-,ALEXANDER%20HAMILTON,-by%20Ron%20Chernow"
CHRONICLES by Bob Dylan,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#gilead-marilynne-robinson:~:text=MEMOIR-,CHRONICLES,-by%20Bob%20Dylan"
WASHINGTON'S CROSSING by David Hackett Fischer,https://www.nytimes.com/interactive/2024/books/top-books-list.html#gilead-marilynne-robinson:~:text=WASHINGTON%27S%20CROSSING
WILL IN THE WORLD by Stephen Greenblatt,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#gilead-marilynne-robinson:~:text=HISTORY-,WILL%20IN%20THE%20WORLD,-by%20Stephen%20Greenblatt"
THE BOUNTY by Caroline Alexander,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#the-bounty-caroline-alexander:~:text=FICTION-,BRICK%20LANE,-by%20Monica%20Ali"
BRICK LANE by Monica Ali,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#the-bounty-caroline-alexander:~:text=FICTION-,BRICK%20LANE,-by%20Monica%20Ali"
DROP CITY by T. Coraghessan Boyle,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#the-bounty-caroline-alexander:~:text=FICTION-,DROP%20CITY,-by%20T.%20Coraghessan"
THE FORTRESS OF SOLITUDE by Jonathan Lethem,https://www.nytimes.com/interactive/2024/books/top-books-list.html#the-bounty-caroline-alexander:~:text=THE%20FORTRESS%20OF%20SOLITUDE
THE KNOWN WORLD by Edward P. Jones,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#the-bounty-caroline-alexander:~:text=FICTION-,THE%20KNOWN%20WORLD,-by%20Edward%20P"
KHRUSHCHEV by William Taubman,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#the-bounty-caroline-alexander:~:text=HISTORY-,KHRUSHCHEV,-by%20William%20Taubman"
LIVING TO TELL THE TALE by Gabriel García Márquez,https://www.nytimes.com/interactive/2024/books/top-books-list.html#the-bounty-caroline-alexander:~:text=LIVING%20TO%20TELL%20THE%20TALE
RANDOM FAMILY by Adrian Nicole LeBlanc,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#the-bounty-caroline-alexander:~:text=INVESTIGATIVE%20REPORTING-,RANDOM%20FAMILY,-by%20Adrian%20Nicole"
SAMUEL PEPYS by Claire Tomalin,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#the-bounty-caroline-alexander:~:text=HISTORY-,SAMUEL%20PEPYS,-by%20Claire%20Tomalin"
ATONEMENT by Ian McEwan,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#atonement-ian-mcewan:~:text=FICTION-,ATONEMENT,-by%20Ian%20McEwan"
MIDDLESEX by Jeffrey Eugenides,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#atonement-ian-mcewan:~:text=FICTION-,MIDDLESEX,-by%20Jeffrey%20Eugenides"
ROSCOE by William Kennedy,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#atonement-ian-mcewan:~:text=FICTION-,ROSCOE,-by%20William%20Kennedy"
ANTHONY BLUNT by Miranda Carter,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#atonement-ian-mcewan:~:text=BIOGRAPHY-,ANTHONY%20BLUNT,-by%20Miranda%20Carter"
BAD BLOOD by Lorna Sage,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#atonement-ian-mcewan:~:text=MEMOIR-,BAD%20BLOOD,-by%20Lorna%20Sage"
PARIS 1919 by Margaret MacMillan,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#atonement-ian-mcewan:~:text=HISTORY-,PARIS%201919,-by%20Margaret%20MacMillan"
SEEING IN THE DARK by Timothy Ferris,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#atonement-ian-mcewan:~:text=SCIENCE-,SEEING%20IN%20THE%20DARK,-by%20Timothy%20Ferris"
AUSTERLITZ by W.G. Sebald,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#austerlitz-w-g-sebald:~:text=FICTION-,AUSTERLITZ,-by%20W.G"
THE CORRECTIONS by Jonathan Franzen,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#austerlitz-w-g-sebald:~:text=FICTION-,THE%20CORRECTIONS,-by%20Jonathan%20Franzen"
"HATESHIP, FRIENDSHIP, COURTSHIP, LOVESHIP, MARRIAGE by Alice Munro",https://www.nytimes.com/interactive/2024/books/top-books-list.html#austerlitz-w-g-sebald:~:text=HATESHIP%2C%20FRIENDSHIP%2C%20COURTSHIP%2C%20LOVESHIP%2C%20MARRIAGE
JOHN HENRY DAYS by Colson Whitehead,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#austerlitz-w-g-sebald:~:text=FICTION-,JOHN%20HENRY%20DAYS,-by%20Colson%20Whitehead"
TRUE HISTORY OF THE KELLY GANG by Peter Carey,https://www.nytimes.com/interactive/2024/books/top-books-list.html#austerlitz-w-g-sebald:~:text=TRUE%20HISTORY%20OF%20THE%20KELLY%20GANG
BORROWED FINERY by Paula Fox,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#austerlitz-w-g-sebald:~:text=MEMOIR-,BORROWED%20FINERY,-by%20Paula%20Fox"
JOHN ADAMS by David McCullough,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#austerlitz-w-g-sebald:~:text=HISTORY-,JOHN%20ADAMS,-by%20David%20McCullough"
THE METAPHYSICAL CLUB by Louis Menand,https://www.nytimes.com/interactive/2024/books/top-books-list.html#austerlitz-w-g-sebald:~:text=THE%20METAPHYSICAL%20CLUB
UNCLE TUNGSTEN by Oliver Sacks,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#austerlitz-w-g-sebald:~:text=MEMOIR-,UNCLE%20TUNGSTEN,-by%20Oliver%20Sacks"
BEING DEAD by Jim Crace,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#being-dead-jim-crace:~:text=FICTION-,BEING%20DEAD,-by%20Jim%20Crace"
BEOWULF: A NEW VERSE TRANSLATION by Seamus Heaney,https://www.nytimes.com/interactive/2024/books/top-books-list.html#beowulf-a-new-verse-translation-seamus-heaney:~:text=BEOWULF%3A%20A%20NEW%20VERSE%20TRANSLATION
GERTRUDE AND CLAUDIUS by John Updike,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#beowulf-a-new-verse-translation-seamus-heaney:~:text=FICTION-,GERTRUDE%20AND%20CLAUDIUS,-by%20John%20Updike"
HUMAN STAIN by Philip Roth,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#beowulf-a-new-verse-translation-seamus-heaney:~:text=FICTION-,HUMAN%20STAIN,-by%20Philip%20Roth"
WHITE TEETH by Zadie Smith,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#beowulf-a-new-verse-translation-seamus-heaney:~:text=FICTION-,WHITE%20TEETH,-by%20Zadie%20Smith"
GENOME by Matt Ridley,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#beowulf-a-new-verse-translation-seamus-heaney:~:text=SCIENCE-,GENOME,-by%20Matt%20Ridley"
A HEARTBREAKING WORK OF STAGGERING GENIUS by Dave Eggers,https://www.nytimes.com/interactive/2024/books/top-books-list.html#beowulf-a-new-verse-translation-seamus-heaney:~:text=A%20HEARTBREAKING%20WORK%20OF%20STAGGERING%20GENIUS
"ONE PALESTINE, COMPLETE by Tom Segev",https://www.nytimes.com/interactive/2024/books/top-books-list.html#beowulf-a-new-verse-translation-seamus-heaney:~:text=ONE%20PALESTINE%2C%20COMPLETE
RIMBAUD by Graham Robb,"https://www.nytimes.com/interactive/2024/books/top-books-list.html#beowulf-a-new-verse-translation-seamus-heaney:~:text=BIOGRAPHY-,RIMBAUD,-by%20Graham%20Robb"
"WAY OUT THERE IN THE BLUE: REAGAN, STAR WARS AND THE END OF THE COLD WAR by Frances FitzGerald",https://www.nytimes.com/interactive/2024/books/top-books-list.html#beowulf-a-new-verse-translation-seamus-heaney:~:text=WAY%20OUT%20THERE%20IN%20THE%20BLUE%3A%20REAGAN%2C%20STAR%20WARS%20AND%20THE%20END%20OF%20THE%20COLD%20WAR